id,termfrom,termto
7iktcl12019hfhqogtabf4qkt85q0vbf3dhf3jo1,03,01
et8sot6t78vrp8saviah967l6vb7o8fnif8k4v01,03,01
tc3603vr8pb3f8oktuqcuh7v7jencg2jp50d7r81,03,01
757b5b9a-783e-434a-ba1f-4a1f9270fa79,02,01
d26ac006-c3f5-4a19-9f33-393dd47759d8,02,01
341e3ac4-6491-4cab-94a2-381146e839a2,02,01
bcda2d15-441e-4919-bda8-8dd5c0e7aa4f,03,01
ca893f36-14cb-41ec-b239-111a90df7f10,03,01
3iu23o3bpp94uft0s8ge9hhbfme3cki4ui21ea81,03,01
hbjlnvgq37plob98hsq16o2q4r3mp3ut3cf8rco1,03,01
f0ec085c-7739-4f65-97bd-e388d2e4dcad,02,01
030fbc14-a3e7-4fa9-9a25-c2c9cb5971f8,02,01
76ecd353-26b9-4f9e-a23e-9aa93ac4a58b,02,01
2f2c74a-e251-4b92-adbf-a46cba58840f,02,01
c2309583-4ff8-471d-a359-d8d5167bac40,02,01
6e04e211-cb83-4fc0-8106-9bb6014fad80,04,01
pfvpae3k4h1t54mf8oie7ppm2rrloqjps459j9o1,04,01
67158e96-30da-46b5-a4bf-d8a3a8b285b9,02,01
6da1d8a6-2640-40c8-9f66-5053d282d70d,02,01
825cfa08-db13-49bb-bb69-13c2c0dcf1e7,02,01
eadc5237-cfdb-428f-a3f0-562bcd9ef300,02,01
92e0ff79-e672-44da-9695-6f71360457c4,03,01
3kd9dt5rngdrukj4oh4ahblf8ahgiijmrl8s5v01,03,01
cqb0mr36v5jk36ohhvnkpugr0fh4j2vi75ivdi01,03,01
7af49628-4052-4cf7-a24a-6bb379684119,02,01
7662e4bb-c2df-49cd-94e3-4b7fc09219bd,02,01
5220703e-5734-4cf6-bcc4-090cbf99e326,02,01
0c14ff25-da5a-4476-85f3-50633f273d84,03,01
b930e6cb-5380-4ad3-879c-4073ce2fb70a,02,01
6b272e26-181f-4378-abfa-f5a55f2ccf09,02,01
15820221-67c7-494a-b81e-406cb9eff120,02,01
26ede04e-b531-44ea-a90c-4d9e88d35f60,03,01
3f274184-a173-460d-bf9d-0fc4b53add36,03,01
9120ff1b-b5ba-40e7-8539-57ca66686187,03,01
3c742845-0e53-4d95-9f46-6bc32fcf3fd5,03,01
fbd15647-b985-4bc4-859b-2923599f5bbf,03,01
78dd5855-55ee-4803-a298-c1fa737ffba5,03,01
3550247b-0718-457e-ba40-566ae80da6b8,03,01
ba11749a-da60-4f55-b1ee-532e70f3e7d7,03,01
4l0r429f096d4hanqjhjg7bumhavtjvq7nhn0jg1,03,01
718f4e84-e4a4-4b6b-aa76-33c9c287358d,02,01
8992f40d-ee4d-4da1-b80e-d1ec9ecdc907,02,01
670e97b7-76aa-449c-9b2c-0b52594c2d7e,02,01
00beb9df-cc76-4da1-84ab-f37b838fb425,02,01
4klf1mt3gkjrvlc2ufp9391iu89rhdi8musik501,03,01
9e9m1c9feg64f5boegpk1849p4k8635h8e4hk901,03,01
516ef1ca-f1fa-4267-9fab-3815e36fdfb5,02,01
6ea2cd13-c8af-44fd-b13e-5134b708d391,02,01
1d5bd6ae-71c8-4991-8e8f-036c3f47196d,02,01
e442f4d8-6afd-4312-967e-2c4dae6f20d2,02,01
6f9d3dae-2f71-407f-bdae-7106349b0ecb,02,01
edcd6088-5008-4b2d-b30c-fd0c40b3a99d,03,01
21b267a2-2214-417f-b04c-855df8616566,03,01
00d42ae9-ff7e-4595-8b78-63301a4a93d1,03,01
724f926d-dbac-4a33-a92e-a8510b3efe38,03,01
r2s3r44fdavobrnnffoe4sv8638nlhnvaqcgkd01,03,01
lurtmi71t04nin1gan5dlhmi4r3molpdr0jbb2o1,03,01
h8ltt3oksfgk3snvc036d7551vn4a15q19verko1,03,01
e6micgvo1iep9lsnqi7m18lek91uh3rg4jckkt01,03,01
d2c257c9-c0a4-4c57-9374-57ec89fae92b,02,01
820e3f51-47f3-4530-ae38-79b72fa83d1f,02,01
cd545d53-ce09-46b3-8859-f8b1bb7ea37b,02,01
14aacd39-1973-49d1-b8ca-2f962c165fc1,02,01
788fd39b-9793-475d-93fd-00c241f21de8,02,01
1b947399-b86e-4905-a3d4-19d73557d956,02,01
4af4fe83-fa7e-4eaf-8faf-34a55944a641,02,01
524a3a82-c132-4c7d-9bef-f56e30cef935,02,01
b274d0be-82fd-4476-95e4-0db96ec2d71e,02,01
8afab72e-5037-4afa-a8cb-6bba422c7152,02,01
1548c8ea-1439-4902-a658-9d8fc86c338b,02,01
